class_name,class_desc,prereq,coreq
REN R 205,"Introduction to animals in the context of conservation, interactions with people, and roles in natural ecosystems. Labs provide a survey of Western Canadian animal life, both vertebrate and invertebrate, with emphasis on recognition of higher taxa and on hierarchical classification. Field trip. Requires payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.",,
REN R 210,"Elementary aspects of soil formation, occurrence in natural landscapes, and classification, including basic morphological, physical, and chemical characteristics employed in the identification of soils. Introduction to soil mineralogy, water movement, reactivity, organic matter, and nutrient cycling for predicting soil performance in both managed and natural landscapes. Prerequisite: 30 units. CHEM 101 and (BIOL 208 or EAS 201) recommended.",['30 UNITS'],
REN R 213,"Introduces concepts of data science for analysis of problems related to the science and management of renewable resources. The course will use the R programming languages and R packages for manipulating, visualizing and analysing data, and for communicating results of analyses through graphics and literate programming. The use of R for statistics and analysis of spatial data will be introduced.",,
REN R 215,"Principles and practices of measuring and estimating present and future fibre production of forest communities, including applications of statistics, sampling techniques, regression analysis, and computer programming. Prerequisites: 3 units in STAT. Pre- or corequisite: REN R 110. Requires payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.",['3 UNITS IN STAT'],['REN R 110']
REN R 250,"The course introduces basic hydrological principles, the global water cycle, global demand and supply of freshwater, history and current concepts in water resource management, water conflict, water law, and water economics. The course emphasizes Canadian and global water management issues of the 21st century, including water regulation, climate change, drinking water availability, water quality, eutrophication, and freshwater biodiversity. Prerequisite: 30 units.",['30 UNITS'],
REN R 260,A philosophical and sociological exploration of historical and contemporary perspectives on human-environmental relationships and their implications. Explores these perspectives in a framework of critical thinking and through case studies.,,
REN R 290,"Combines the concepts and practices of environmental, conservation and forest sciences in an off-campus field experience. Proficiency in sampling, identification, and measurement of biophysical components of terrestrial and aquatic environments is emphasized. Prerequisites: 30 units and REN R 110. REN R 205, REN R 210 and REN R 120 are recommended. Students must take this course after their second program year and prior to completion of the final 30 units of their program.  Requires payment of additional student instructional support fees. Refer to the Fees Payment Guide in the University Regulations and Information for Students section of the Calendar.","['30 UNITS', 'REN R 110']",
REN R 295,Focuses on specialized field skills and their application in forest sciences. The course involves off-campus field experiences. Pre- or corequisite: REN R 290. Requires payment of additional student instructional support fees. Refer to the Fees Payment Guide in the University Regulations and Information for Students section of the Calendar.,,['REN R 290']
REN R 301,Directed study in the multiple aspects of renewable resources. Open to second year (or higher) students upon consent of instructor.,,
REN R 305,"Principles and practical techniques currently applied in land reclamation and restoration including: (1) landscape and soil reconstruction practices; (2) passive and active revegetation practices, taking into account the interaction between biotic and abiotic components; and (3) regulations governing land reclamation after industrial disturbance. Prerequisites: REN R 120, REN R 210, and one of REN R 250 or REN R 350.","['REN R 120, REN R 210,', ['REN R 250', 'REN R 350']]",
REN R 307,"Principles and elements of environmental assessment with an interdisciplinary focus. Topics include types of environmental assessments and when to use them, the Alberta and Canadian environmental assessment processes, the relevant legal framework, sampling and pathways of effects for different biophysical components, mitigation of environmental impacts and assessment of risk. Prerequisites: 60 units and one of REN R 290 or REN R 299. One course each on soils, plants, wildlife, and water are recommended.","['60 UNITS', ['REN R 290', 'REN R 299']]",
REN R 314,"Chemical, physical, and biological properties and processes of soil in relation to site and the growth of forest vegetation; nutrient cycling; influences of surface soil erosion, fertilization, and fire upon forest soil productivity: forest land classification. Prerequisite: REN R 210.",['REN R 210'],
REN R 321,"Study of physiological processes in trees. Emphasis on primary and secondary metabolism, gas exchange, transport processes, growth, and environmental effects. Prerequisite: CHEM 101 and (BIOL 107 or PL SC 221) recommended.","['CHEM 101', ['(BIOL 107', 'PL SC 221) RECOMMENDED']]",
REN R 322,"Exploration of key concepts regarding the ecology of forest ecosystems at varying temporal and spatial scales. Emphasis will be on relationships between biotic and abiotic components of the ecosystem. Topics covered will include flows of energy and matter, ecosystem dynamics, forest landscapes and biodiversity, impacts of natural and anthropogenic disturbance, forest conservation and ecosystem management. Lab exercises during the first month are held outside. Prerequisite: BIOL 208. Requires payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar. Prerequisite: BIOL 208.",['BIOL 208'],
